"Code";"Name";"Age groups";"Sex";"Value and precision";"Year";"Value";"Measure Unit";"Attribute";
1600000;"OPOLSKIE";"20-64";"total";"numerical data";"2000";60.6;"%";"";
1600000;"OPOLSKIE";"20-64";"total";"numerical data";"2001";58.2;"%";"";
1600000;"OPOLSKIE";"20-64";"total";"numerical data";"2002";55.9;"%";"";
1600000;"OPOLSKIE";"20-64";"total";"numerical data";"2003";55.0;"%";"";
1600000;"OPOLSKIE";"20-64";"total";"numerical data";"2004";56.5;"%";"";
1600000;"OPOLSKIE";"20-64";"total";"numerical data";"2005";57.9;"%";"";
1600000;"OPOLSKIE";"20-64";"total";"numerical data";"2006";60.5;"%";"";
1600000;"OPOLSKIE";"20-64";"total";"numerical data";"2007";61.1;"%";"";
1600000;"OPOLSKIE";"20-64";"total";"numerical data";"2008";62.7;"%";"";
1600000;"OPOLSKIE";"20-64";"total";"numerical data";"2009";63.0;"%";"";
1600000;"OPOLSKIE";"20-64";"total";"numerical data";"2010";63.3;"%";"";
1600000;"OPOLSKIE";"20-64";"total";"numerical data";"2011";63.5;"%";"";
1600000;"OPOLSKIE";"20-64";"total";"numerical data";"2012";63.9;"%";"";
1600000;"OPOLSKIE";"20-64";"total";"numerical data";"2013";64.0;"%";"";
1600000;"OPOLSKIE";"20-64";"total";"numerical data";"2014";65.8;"%";"";
1600000;"OPOLSKIE";"20-64";"total";"numerical data";"2015";67.7;"%";"";
1600000;"OPOLSKIE";"20-64";"total";"numerical data";"2016";69.1;"%";"";
1600000;"OPOLSKIE";"20-64";"total";"numerical data";"2017";71.0;"%";"";
1600000;"OPOLSKIE";"20-64";"total";"numerical data";"2018";73.1;"%";"";
1600000;"OPOLSKIE";"20-64";"total";"numerical data";"2019";72.5;"%";"";
1600000;"OPOLSKIE";"20-64";"total";"numerical data";"2020";73.1;"%";"";
1600000;"OPOLSKIE";"20-64";"males";"numerical data";"1995";72.7;"%";"";
1600000;"OPOLSKIE";"20-64";"males";"numerical data";"1996";73.6;"%";"";
1600000;"OPOLSKIE";"20-64";"males";"numerical data";"1997";75.3;"%";"";
1600000;"OPOLSKIE";"20-64";"males";"numerical data";"1998";75.2;"%";"";
1600000;"OPOLSKIE";"20-64";"males";"numerical data";"1999";71.1;"%";"";
1600000;"OPOLSKIE";"20-64";"males";"numerical data";"2000";70.1;"%";"";
1600000;"OPOLSKIE";"20-64";"males";"numerical data";"2001";65.0;"%";"";
1600000;"OPOLSKIE";"20-64";"males";"numerical data";"2002";62.4;"%";"";
1600000;"OPOLSKIE";"20-64";"males";"numerical data";"2003";62.9;"%";"";
1600000;"OPOLSKIE";"20-64";"males";"numerical data";"2004";64.7;"%";"";
1600000;"OPOLSKIE";"20-64";"males";"numerical data";"2005";66.7;"%";"";
1600000;"OPOLSKIE";"20-64";"males";"numerical data";"2006";69.3;"%";"";
1600000;"OPOLSKIE";"20-64";"males";"numerical data";"2007";72.0;"%";"";
1600000;"OPOLSKIE";"20-64";"males";"numerical data";"2008";72.9;"%";"";
1600000;"OPOLSKIE";"20-64";"males";"numerical data";"2009";72.2;"%";"";
1600000;"OPOLSKIE";"20-64";"males";"numerical data";"2010";72.6;"%";"";
1600000;"OPOLSKIE";"20-64";"males";"numerical data";"2011";73.1;"%";"";
1600000;"OPOLSKIE";"20-64";"males";"numerical data";"2012";74.3;"%";"";
1600000;"OPOLSKIE";"20-64";"males";"numerical data";"2013";73.9;"%";"";
1600000;"OPOLSKIE";"20-64";"males";"numerical data";"2014";74.6;"%";"";
1600000;"OPOLSKIE";"20-64";"males";"numerical data";"2015";75.9;"%";"";
1600000;"OPOLSKIE";"20-64";"males";"numerical data";"2016";78.6;"%";"";
1600000;"OPOLSKIE";"20-64";"males";"numerical data";"2017";81.5;"%";"";
1600000;"OPOLSKIE";"20-64";"males";"numerical data";"2018";81.8;"%";"";
1600000;"OPOLSKIE";"20-64";"males";"numerical data";"2019";82.1;"%";"";
1600000;"OPOLSKIE";"20-64";"males";"numerical data";"2020";83.0;"%";"";
1600000;"OPOLSKIE";"20-64";"females";"numerical data";"1995";55.7;"%";"";
1600000;"OPOLSKIE";"20-64";"females";"numerical data";"1996";56.3;"%";"";
1600000;"OPOLSKIE";"20-64";"females";"numerical data";"1997";54.2;"%";"";
1600000;"OPOLSKIE";"20-64";"females";"numerical data";"1998";55.6;"%";"";
1600000;"OPOLSKIE";"20-64";"females";"numerical data";"1999";52.8;"%";"";
1600000;"OPOLSKIE";"20-64";"females";"numerical data";"2000";51.2;"%";"";
1600000;"OPOLSKIE";"20-64";"females";"numerical data";"2001";51.6;"%";"";
1600000;"OPOLSKIE";"20-64";"females";"numerical data";"2002";49.3;"%";"";
1600000;"OPOLSKIE";"20-64";"females";"numerical data";"2003";47.8;"%";"";
1600000;"OPOLSKIE";"20-64";"females";"numerical data";"2004";48.6;"%";"";
1600000;"OPOLSKIE";"20-64";"females";"numerical data";"2005";49.2;"%";"";
1600000;"OPOLSKIE";"20-64";"females";"numerical data";"2006";51.8;"%";"";
1600000;"OPOLSKIE";"20-64";"females";"numerical data";"2007";50.8;"%";"";
1600000;"OPOLSKIE";"20-64";"females";"numerical data";"2008";52.9;"%";"";
1600000;"OPOLSKIE";"20-64";"females";"numerical data";"2009";54.5;"%";"";
1600000;"OPOLSKIE";"20-64";"females";"numerical data";"2010";54.1;"%";"";
1600000;"OPOLSKIE";"20-64";"females";"numerical data";"2011";54.1;"%";"";
1600000;"OPOLSKIE";"20-64";"females";"numerical data";"2012";54.3;"%";"";
1600000;"OPOLSKIE";"20-64";"females";"numerical data";"2013";54.6;"%";"";
1600000;"OPOLSKIE";"20-64";"females";"numerical data";"2014";57.6;"%";"";
1600000;"OPOLSKIE";"20-64";"females";"numerical data";"2015";59.9;"%";"";
1600000;"OPOLSKIE";"20-64";"females";"numerical data";"2016";59.3;"%";"";
1600000;"OPOLSKIE";"20-64";"females";"numerical data";"2017";60.9;"%";"";
1600000;"OPOLSKIE";"20-64";"females";"numerical data";"2018";64.4;"%";"";
1600000;"OPOLSKIE";"20-64";"females";"numerical data";"2019";62.8;"%";"";
1600000;"OPOLSKIE";"20-64";"females";"numerical data";"2020";63.2;"%";"";
1800000;"PODKARPACKIE";"20-64";"total";"numerical data";"1995";66.7;"%";"";
1800000;"PODKARPACKIE";"20-64";"total";"numerical data";"1996";67.7;"%";"";
1800000;"PODKARPACKIE";"20-64";"total";"numerical data";"1997";67.8;"%";"";
1800000;"PODKARPACKIE";"20-64";"total";"numerical data";"1998";66.9;"%";"";
1800000;"PODKARPACKIE";"20-64";"total";"numerical data";"1999";62.7;"%";"";
1800000;"PODKARPACKIE";"20-64";"total";"numerical data";"2000";61.9;"%";"";
1800000;"PODKARPACKIE";"20-64";"total";"numerical data";"2001";60.6;"%";"";
1800000;"PODKARPACKIE";"20-64";"total";"numerical data";"2002";59.9;"%";"";
1800000;"PODKARPACKIE";"20-64";"total";"numerical data";"2003";59.3;"%";"";
1800000;"PODKARPACKIE";"20-64";"total";"numerical data";"2004";58.0;"%";"";
1800000;"PODKARPACKIE";"20-64";"total";"numerical data";"2005";59.4;"%";"";
1800000;"PODKARPACKIE";"20-64";"total";"numerical data";"2006";61.4;"%";"";
1800000;"PODKARPACKIE";"20-64";"total";"numerical data";"2007";64.0;"%";"";
1800000;"PODKARPACKIE";"20-64";"total";"numerical data";"2008";64.8;"%";"";
1800000;"PODKARPACKIE";"20-64";"total";"numerical data";"2009";64.8;"%";"";
1800000;"PODKARPACKIE";"20-64";"total";"numerical data";"2010";64.2;"%";"";
1800000;"PODKARPACKIE";"20-64";"total";"numerical data";"2011";63.3;"%";"";
1800000;"PODKARPACKIE";"20-64";"total";"numerical data";"2012";63.2;"%";"";
1800000;"PODKARPACKIE";"20-64";"total";"numerical data";"2013";62.4;"%";"";
1800000;"PODKARPACKIE";"20-64";"total";"numerical data";"2014";62.0;"%";"";
1800000;"PODKARPACKIE";"20-64";"total";"numerical data";"2015";63.0;"%";"";
1800000;"PODKARPACKIE";"20-64";"total";"numerical data";"2016";66.7;"%";"";
1800000;"PODKARPACKIE";"20-64";"total";"numerical data";"2017";68.2;"%";"";
1800000;"PODKARPACKIE";"20-64";"total";"numerical data";"2018";68.3;"%";"";
1800000;"PODKARPACKIE";"20-64";"total";"numerical data";"2019";68.9;"%";"";
1800000;"PODKARPACKIE";"20-64";"total";"numerical data";"2020";70.0;"%";"";
1800000;"PODKARPACKIE";"20-64";"males";"numerical data";"1995";71.1;"%";"";
1800000;"PODKARPACKIE";"20-64";"males";"numerical data";"1996";72.7;"%";"";
1800000;"PODKARPACKIE";"20-64";"males";"numerical data";"1997";73.5;"%";"";
1800000;"PODKARPACKIE";"20-64";"males";"numerical data";"1998";73.4;"%";"";
1800000;"PODKARPACKIE";"20-64";"males";"numerical data";"1999";68.0;"%";"";
1800000;"PODKARPACKIE";"20-64";"males";"numerical data";"2000";66.3;"%";"";
1800000;"PODKARPACKIE";"20-64";"males";"numerical data";"2001";66.1;"%";"";
1800000;"PODKARPACKIE";"20-64";"males";"numerical data";"2002";65.5;"%";"";
1800000;"PODKARPACKIE";"20-64";"males";"numerical data";"2003";64.1;"%";"";
1800000;"PODKARPACKIE";"20-64";"males";"numerical data";"2004";64.3;"%";"";
1800000;"PODKARPACKIE";"20-64";"males";"numerical data";"2005";64.8;"%";"";
1800000;"PODKARPACKIE";"20-64";"males";"numerical data";"2006";67.8;"%";"";
1800000;"PODKARPACKIE";"20-64";"males";"numerical data";"2007";70.4;"%";"";
1800000;"PODKARPACKIE";"20-64";"males";"numerical data";"2008";71.8;"%";"";
1800000;"PODKARPACKIE";"20-64";"males";"numerical data";"2009";71.6;"%";"";
1800000;"PODKARPACKIE";"20-64";"males";"numerical data";"2010";69.9;"%";"";
1800000;"PODKARPACKIE";"20-64";"males";"numerical data";"2011";69.8;"%";"";
1800000;"PODKARPACKIE";"20-64";"males";"numerical data";"2012";68.9;"%";"";
1800000;"PODKARPACKIE";"20-64";"males";"numerical data";"2013";68.2;"%";"";
1800000;"PODKARPACKIE";"20-64";"males";"numerical data";"2014";68.9;"%";"";
1800000;"PODKARPACKIE";"20-64";"males";"numerical data";"2015";70.4;"%";"";
1800000;"PODKARPACKIE";"20-64";"males";"numerical data";"2016";74.1;"%";"";
1800000;"PODKARPACKIE";"20-64";"males";"numerical data";"2017";75.6;"%";"";
1800000;"PODKARPACKIE";"20-64";"males";"numerical data";"2018";75.8;"%";"";
1800000;"PODKARPACKIE";"20-64";"males";"numerical data";"2019";77.3;"%";"";
1800000;"PODKARPACKIE";"20-64";"males";"numerical data";"2020";78.4;"%";"";
1800000;"PODKARPACKIE";"20-64";"females";"numerical data";"1995";62.4;"%";"";
1800000;"PODKARPACKIE";"20-64";"females";"numerical data";"1996";62.7;"%";"";
1800000;"PODKARPACKIE";"20-64";"females";"numerical data";"1997";62.0;"%";"";
1800000;"PODKARPACKIE";"20-64";"females";"numerical data";"1998";60.3;"%";"";
1800000;"PODKARPACKIE";"20-64";"females";"numerical data";"1999";57.3;"%";"";
1800000;"PODKARPACKIE";"20-64";"females";"numerical data";"2000";57.4;"%";"";
1800000;"PODKARPACKIE";"20-64";"females";"numerical data";"2001";55.0;"%";"";
1800000;"PODKARPACKIE";"20-64";"females";"numerical data";"2002";54.1;"%";"";
1800000;"PODKARPACKIE";"20-64";"females";"numerical data";"2003";54.5;"%";"";
1800000;"PODKARPACKIE";"20-64";"females";"numerical data";"2004";51.9;"%";"";
1800000;"PODKARPACKIE";"20-64";"females";"numerical data";"2005";54.0;"%";"";
1800000;"PODKARPACKIE";"20-64";"females";"numerical data";"2006";55.1;"%";"";
1800000;"PODKARPACKIE";"20-64";"females";"numerical data";"2007";57.7;"%";"";
1800000;"PODKARPACKIE";"20-64";"females";"numerical data";"2008";57.7;"%";"";
1800000;"PODKARPACKIE";"20-64";"females";"numerical data";"2009";57.9;"%";"";
1800000;"PODKARPACKIE";"20-64";"females";"numerical data";"2010";58.3;"%";"";
1800000;"PODKARPACKIE";"20-64";"females";"numerical data";"2011";56.8;"%";"";
1800000;"PODKARPACKIE";"20-64";"females";"numerical data";"2012";57.2;"%";"";
1800000;"PODKARPACKIE";"20-64";"females";"numerical data";"2013";56.2;"%";"";
1800000;"PODKARPACKIE";"20-64";"females";"numerical data";"2014";55.0;"%";"";
1800000;"PODKARPACKIE";"20-64";"females";"numerical data";"2015";55.6;"%";"";
1800000;"PODKARPACKIE";"20-64";"females";"numerical data";"2016";59.0;"%";"";
1800000;"PODKARPACKIE";"20-64";"females";"numerical data";"2017";60.6;"%";"";
1800000;"PODKARPACKIE";"20-64";"females";"numerical data";"2018";60.7;"%";"";
1800000;"PODKARPACKIE";"20-64";"females";"numerical data";"2019";60.5;"%";"";
1800000;"PODKARPACKIE";"20-64";"females";"numerical data";"2020";61.5;"%";"";
2000000;"PODLASKIE";"20-64";"total";"numerical data";"1995";67.1;"%";"";
2000000;"PODLASKIE";"20-64";"total";"numerical data";"1996";69.7;"%";"";
2000000;"PODLASKIE";"20-64";"total";"numerical data";"1997";69.9;"%";"";
2000000;"PODLASKIE";"20-64";"total";"numerical data";"1998";68.7;"%";"";
2000000;"PODLASKIE";"20-64";"total";"numerical data";"1999";67.8;"%";"";
2000000;"PODLASKIE";"20-64";"total";"numerical data";"2000";65.7;"%";"";
2000000;"PODLASKIE";"20-64";"total";"numerical data";"2001";64.7;"%";"";
2000000;"PODLASKIE";"20-64";"total";"numerical data";"2002";61.1;"%";"";
2000000;"PODLASKIE";"20-64";"total";"numerical data";"2003";60.1;"%";"";
2000000;"PODLASKIE";"20-64";"total";"numerical data";"2004";62.5;"%";"";
2000000;"PODLASKIE";"20-64";"total";"numerical data";"2005";63.0;"%";"";
2000000;"PODLASKIE";"20-64";"total";"numerical data";"2006";63.8;"%";"";
2000000;"PODLASKIE";"20-64";"total";"numerical data";"2007";66.0;"%";"";
2000000;"PODLASKIE";"20-64";"total";"numerical data";"2008";68.2;"%";"";
2000000;"PODLASKIE";"20-64";"total";"numerical data";"2009";68.2;"%";"";
2000000;"PODLASKIE";"20-64";"total";"numerical data";"2010";65.2;"%";"";
2000000;"PODLASKIE";"20-64";"total";"numerical data";"2011";66.3;"%";"";
2000000;"PODLASKIE";"20-64";"total";"numerical data";"2012";67.2;"%";"";
2000000;"PODLASKIE";"20-64";"total";"numerical data";"2013";66.9;"%";"";
2000000;"PODLASKIE";"20-64";"total";"numerical data";"2014";68.3;"%";"";
2000000;"PODLASKIE";"20-64";"total";"numerical data";"2015";69.8;"%";"";
2000000;"PODLASKIE";"20-64";"total";"numerical data";"2016";70.2;"%";"";
2000000;"PODLASKIE";"20-64";"total";"numerical data";"2017";71.2;"%";"";
2000000;"PODLASKIE";"20-64";"total";"numerical data";"2018";72.9;"%";"";
2000000;"PODLASKIE";"20-64";"total";"numerical data";"2019";73.5;"%";"";
2000000;"PODLASKIE";"20-64";"total";"numerical data";"2020";73.4;"%";"";
2000000;"PODLASKIE";"20-64";"males";"numerical data";"1995";72.6;"%";"";
2000000;"PODLASKIE";"20-64";"males";"numerical data";"1996";74.2;"%";"";
2000000;"PODLASKIE";"20-64";"males";"numerical data";"1997";75.2;"%";"";
2000000;"PODLASKIE";"20-64";"males";"numerical data";"1998";74.7;"%";"";
2000000;"PODLASKIE";"20-64";"males";"numerical data";"1999";74.5;"%";"";
2000000;"PODLASKIE";"20-64";"males";"numerical data";"2000";72.0;"%";"";
2000000;"PODLASKIE";"20-64";"males";"numerical data";"2001";70.3;"%";"";
2000000;"PODLASKIE";"20-64";"males";"numerical data";"2002";66.1;"%";"";
2000000;"PODLASKIE";"20-64";"males";"numerical data";"2003";65.9;"%";"";
2000000;"PODLASKIE";"20-64";"males";"numerical data";"2004";70.5;"%";"";
2000000;"PODLASKIE";"20-64";"males";"numerical data";"2005";70.1;"%";"";
2000000;"PODLASKIE";"20-64";"males";"numerical data";"2006";71.1;"%";"";
2000000;"PODLASKIE";"20-64";"males";"numerical data";"2007";72.4;"%";"";
2000000;"PODLASKIE";"20-64";"males";"numerical data";"2008";73.9;"%";"";
2000000;"PODLASKIE";"20-64";"males";"numerical data";"2009";74.5;"%";"";
2000000;"PODLASKIE";"20-64";"males";"numerical data";"2010";69.9;"%";"";
2000000;"PODLASKIE";"20-64";"males";"numerical data";"2011";72.0;"%";"";
2000000;"PODLASKIE";"20-64";"males";"numerical data";"2012";73.6;"%";"";
2000000;"PODLASKIE";"20-64";"males";"numerical data";"2013";73.1;"%";"";
2000000;"PODLASKIE";"20-64";"males";"numerical data";"2014";74.5;"%";"";
2000000;"PODLASKIE";"20-64";"males";"numerical data";"2015";75.3;"%";"";
2000000;"PODLASKIE";"20-64";"males";"numerical data";"2016";77.1;"%";"";
2000000;"PODLASKIE";"20-64";"males";"numerical data";"2017";77.8;"%";"";
2000000;"PODLASKIE";"20-64";"males";"numerical data";"2018";80.7;"%";"";
2000000;"PODLASKIE";"20-64";"males";"numerical data";"2019";80.7;"%";"";
2000000;"PODLASKIE";"20-64";"males";"numerical data";"2020";80.9;"%";"";
2000000;"PODLASKIE";"20-64";"females";"numerical data";"1995";61.6;"%";"";
2000000;"PODLASKIE";"20-64";"females";"numerical data";"1996";65.4;"%";"";
2000000;"PODLASKIE";"20-64";"females";"numerical data";"1997";65.0;"%";"";
2000000;"PODLASKIE";"20-64";"females";"numerical data";"1998";62.9;"%";"";
2000000;"PODLASKIE";"20-64";"females";"numerical data";"1999";61.3;"%";"";
2000000;"PODLASKIE";"20-64";"females";"numerical data";"2000";59.4;"%";"";
2000000;"PODLASKIE";"20-64";"females";"numerical data";"2001";59.1;"%";"";
2000000;"PODLASKIE";"20-64";"females";"numerical data";"2002";56.0;"%";"";
2000000;"PODLASKIE";"20-64";"females";"numerical data";"2003";54.3;"%";"";
2000000;"PODLASKIE";"20-64";"females";"numerical data";"2004";54.4;"%";"";
2000000;"PODLASKIE";"20-64";"females";"numerical data";"2005";56.0;"%";"";
2000000;"PODLASKIE";"20-64";"females";"numerical data";"2006";56.8;"%";"";
2000000;"PODLASKIE";"20-64";"females";"numerical data";"2007";59.3;"%";"";
2000000;"PODLASKIE";"20-64";"females";"numerical data";"2008";62.4;"%";"";
2000000;"PODLASKIE";"20-64";"females";"numerical data";"2009";61.8;"%";"";
2000000;"PODLASKIE";"20-64";"females";"numerical data";"2010";60.2;"%";"";
2000000;"PODLASKIE";"20-64";"females";"numerical data";"2011";60.4;"%";"";
2000000;"PODLASKIE";"20-64";"females";"numerical data";"2012";60.7;"%";"";
2000000;"PODLASKIE";"20-64";"females";"numerical data";"2013";60.9;"%";"";
2000000;"PODLASKIE";"20-64";"females";"numerical data";"2014";62.0;"%";"";
2000000;"PODLASKIE";"20-64";"females";"numerical data";"2015";64.1;"%";"";
2000000;"PODLASKIE";"20-64";"females";"numerical data";"2016";63.4;"%";"";
2000000;"PODLASKIE";"20-64";"females";"numerical data";"2017";64.1;"%";"";
2000000;"PODLASKIE";"20-64";"females";"numerical data";"2018";64.8;"%";"";
2000000;"PODLASKIE";"20-64";"females";"numerical data";"2019";65.7;"%";"";
2000000;"PODLASKIE";"20-64";"females";"numerical data";"2020";65.8;"%";"";
2200000;"POMORSKIE";"20-64";"total";"numerical data";"1995";61.7;"%";"";
2200000;"POMORSKIE";"20-64";"total";"numerical data";"1996";61.2;"%";"";
2200000;"POMORSKIE";"20-64";"total";"numerical data";"1997";61.4;"%";"";
2200000;"POMORSKIE";"20-64";"total";"numerical data";"1998";62.6;"%";"";
2200000;"POMORSKIE";"20-64";"total";"numerical data";"1999";61.1;"%";"";
2200000;"POMORSKIE";"20-64";"total";"numerical data";"2000";59.5;"%";"";
2200000;"POMORSKIE";"20-64";"total";"numerical data";"2001";59.3;"%";"";
2200000;"POMORSKIE";"20-64";"total";"numerical data";"2002";56.3;"%";"";
2200000;"POMORSKIE";"20-64";"total";"numerical data";"2003";55.6;"%";"";
2200000;"POMORSKIE";"20-64";"total";"numerical data";"2004";54.8;"%";"";
2200000;"POMORSKIE";"20-64";"total";"numerical data";"2005";55.9;"%";"";
2200000;"POMORSKIE";"20-64";"total";"numerical data";"2006";58.9;"%";"";
2200000;"POMORSKIE";"20-64";"total";"numerical data";"2007";62.1;"%";"";
2200000;"POMORSKIE";"20-64";"total";"numerical data";"2008";65.0;"%";"";
2200000;"POMORSKIE";"20-64";"total";"numerical data";"2009";63.9;"%";"";
2200000;"POMORSKIE";"20-64";"total";"numerical data";"2010";64.2;"%";"";
2200000;"POMORSKIE";"20-64";"total";"numerical data";"2011";63.8;"%";"";
2200000;"POMORSKIE";"20-64";"total";"numerical data";"2012";64.1;"%";"";
2200000;"POMORSKIE";"20-64";"total";"numerical data";"2013";63.9;"%";"";
2200000;"POMORSKIE";"20-64";"total";"numerical data";"2014";65.7;"%";"";
2200000;"POMORSKIE";"20-64";"total";"numerical data";"2015";68.6;"%";"";
2200000;"POMORSKIE";"20-64";"total";"numerical data";"2016";70.6;"%";"";
2200000;"POMORSKIE";"20-64";"total";"numerical data";"2017";72.7;"%";"";
2200000;"POMORSKIE";"20-64";"total";"numerical data";"2018";73.6;"%";"";
2200000;"POMORSKIE";"20-64";"total";"numerical data";"2019";75.9;"%";"";
2200000;"POMORSKIE";"20-64";"total";"numerical data";"2020";75.7;"%";"";
2200000;"POMORSKIE";"20-64";"males";"numerical data";"1995";70.8;"%";"";
2200000;"POMORSKIE";"20-64";"males";"numerical data";"1996";70.2;"%";"";
2200000;"POMORSKIE";"20-64";"males";"numerical data";"1997";71.7;"%";"";
2200000;"POMORSKIE";"20-64";"males";"numerical data";"1998";72.3;"%";"";
2200000;"POMORSKIE";"20-64";"males";"numerical data";"1999";69.2;"%";"";
2200000;"POMORSKIE";"20-64";"males";"numerical data";"2000";68.5;"%";"";
2200000;"POMORSKIE";"20-64";"males";"numerical data";"2001";67.1;"%";"";
2200000;"POMORSKIE";"20-64";"males";"numerical data";"2002";64.5;"%";"";
2200000;"POMORSKIE";"20-64";"males";"numerical data";"2003";63.2;"%";"";
2200000;"POMORSKIE";"20-64";"males";"numerical data";"2004";62.1;"%";"";
2200000;"POMORSKIE";"20-64";"males";"numerical data";"2005";64.4;"%";"";
2200000;"POMORSKIE";"20-64";"males";"numerical data";"2006";67.4;"%";"";
2200000;"POMORSKIE";"20-64";"males";"numerical data";"2007";70.4;"%";"";
2200000;"POMORSKIE";"20-64";"males";"numerical data";"2008";73.3;"%";"";
2200000;"POMORSKIE";"20-64";"males";"numerical data";"2009";72.8;"%";"";
2200000;"POMORSKIE";"20-64";"males";"numerical data";"2010";72.1;"%";"";
2200000;"POMORSKIE";"20-64";"males";"numerical data";"2011";72.5;"%";"";
2200000;"POMORSKIE";"20-64";"males";"numerical data";"2012";72.2;"%";"";
2200000;"POMORSKIE";"20-64";"males";"numerical data";"2013";71.9;"%";"";
2200000;"POMORSKIE";"20-64";"males";"numerical data";"2014";73.8;"%";"";
2200000;"POMORSKIE";"20-64";"males";"numerical data";"2015";76.7;"%";"";
2200000;"POMORSKIE";"20-64";"males";"numerical data";"2016";78.9;"%";"";
2200000;"POMORSKIE";"20-64";"males";"numerical data";"2017";81.1;"%";"";
2200000;"POMORSKIE";"20-64";"males";"numerical data";"2018";82.5;"%";"";
2200000;"POMORSKIE";"20-64";"males";"numerical data";"2019";85.3;"%";"";
2200000;"POMORSKIE";"20-64";"males";"numerical data";"2020";85.6;"%";"";
2200000;"POMORSKIE";"20-64";"females";"numerical data";"1995";52.9;"%";"";
2200000;"POMORSKIE";"20-64";"females";"numerical data";"1996";52.8;"%";"";
2200000;"POMORSKIE";"20-64";"females";"numerical data";"1997";51.7;"%";"";
2200000;"POMORSKIE";"20-64";"females";"numerical data";"1998";53.1;"%";"";
2200000;"POMORSKIE";"20-64";"females";"numerical data";"1999";53.3;"%";"";
2200000;"POMORSKIE";"20-64";"females";"numerical data";"2000";51.0;"%";"";
2200000;"POMORSKIE";"20-64";"females";"numerical data";"2001";52.2;"%";"";
2200000;"POMORSKIE";"20-64";"females";"numerical data";"2002";48.5;"%";"";
2200000;"POMORSKIE";"20-64";"females";"numerical data";"2003";48.5;"%";"";
2200000;"POMORSKIE";"20-64";"females";"numerical data";"2004";47.5;"%";"";
2200000;"POMORSKIE";"20-64";"females";"numerical data";"2005";47.5;"%";"";
2200000;"POMORSKIE";"20-64";"females";"numerical data";"2006";50.8;"%";"";
2200000;"POMORSKIE";"20-64";"females";"numerical data";"2007";54.0;"%";"";
2200000;"POMORSKIE";"20-64";"females";"numerical data";"2008";57.2;"%";"";
2200000;"POMORSKIE";"20-64";"females";"numerical data";"2009";55.4;"%";"";
2200000;"POMORSKIE";"20-64";"females";"numerical data";"2010";56.4;"%";"";
2200000;"POMORSKIE";"20-64";"females";"numerical data";"2011";55.5;"%";"";
2200000;"POMORSKIE";"20-64";"females";"numerical data";"2012";56.0;"%";"";
2200000;"POMORSKIE";"20-64";"females";"numerical data";"2013";56.0;"%";"";
2200000;"POMORSKIE";"20-64";"females";"numerical data";"2014";57.7;"%";"";
2200000;"POMORSKIE";"20-64";"females";"numerical data";"2015";60.5;"%";"";
2200000;"POMORSKIE";"20-64";"females";"numerical data";"2016";62.3;"%";"";
2200000;"POMORSKIE";"20-64";"females";"numerical data";"2017";64.3;"%";"";
2200000;"POMORSKIE";"20-64";"females";"numerical data";"2018";64.8;"%";"";
2200000;"POMORSKIE";"20-64";"females";"numerical data";"2019";66.4;"%";"";
2200000;"POMORSKIE";"20-64";"females";"numerical data";"2020";65.8;"%";"";
2400000;"ŚLĄSKIE";"20-64";"total";"numerical data";"1995";61.8;"%";"";
2400000;"ŚLĄSKIE";"20-64";"total";"numerical data";"1996";61.3;"%";"";
2400000;"ŚLĄSKIE";"20-64";"total";"numerical data";"1997";61.8;"%";"";
2400000;"ŚLĄSKIE";"20-64";"total";"numerical data";"1998";62.1;"%";"";
2400000;"ŚLĄSKIE";"20-64";"total";"numerical data";"1999";58.5;"%";"";
2400000;"ŚLĄSKIE";"20-64";"total";"numerical data";"2000";54.0;"%";"";
2400000;"ŚLĄSKIE";"20-64";"total";"numerical data";"2001";53.1;"%";"";
2400000;"ŚLĄSKIE";"20-64";"total";"numerical data";"2002";52.2;"%";"";
2400000;"ŚLĄSKIE";"20-64";"total";"numerical data";"2003";52.3;"%";"";
2400000;"ŚLĄSKIE";"20-64";"total";"numerical data";"2004";53.1;"%";"";
2400000;"ŚLĄSKIE";"20-64";"total";"numerical data";"2005";54.4;"%";"";
2400000;"ŚLĄSKIE";"20-64";"total";"numerical data";"2006";56.3;"%";"";
2400000;"ŚLĄSKIE";"20-64";"total";"numerical data";"2007";59.0;"%";"";
2400000;"ŚLĄSKIE";"20-64";"total";"numerical data";"2008";61.3;"%";"";
2400000;"ŚLĄSKIE";"20-64";"total";"numerical data";"2009";62.5;"%";"";
2400000;"ŚLĄSKIE";"20-64";"total";"numerical data";"2010";61.4;"%";"";
2400000;"ŚLĄSKIE";"20-64";"total";"numerical data";"2011";62.1;"%";"";
2400000;"ŚLĄSKIE";"20-64";"total";"numerical data";"2012";62.0;"%";"";
2400000;"ŚLĄSKIE";"20-64";"total";"numerical data";"2013";62.3;"%";"";
2400000;"ŚLĄSKIE";"20-64";"total";"numerical data";"2014";63.8;"%";"";
2400000;"ŚLĄSKIE";"20-64";"total";"numerical data";"2015";64.3;"%";"";
2400000;"ŚLĄSKIE";"20-64";"total";"numerical data";"2016";66.9;"%";"";
2400000;"ŚLĄSKIE";"20-64";"total";"numerical data";"2017";68.6;"%";"";
2400000;"ŚLĄSKIE";"20-64";"total";"numerical data";"2018";69.4;"%";"";
2400000;"ŚLĄSKIE";"20-64";"total";"numerical data";"2019";70.3;"%";"";
